gene_id,t0,t6,t14
panm_10000|tig00003407_g10000,-0.2463310541877371,-0.4923625723147374,0.7108981049317608
panm_10001|tig00003409_g10001,-1.0728027519889,-1.5755781522700991,1.0625741179563868
panm_10002|tig00003409_g10002,-2.0853005248446483,-1.5274733543693628,-0.6871005790746031
panm_10004|tig00003410_g10004,-1.4260776165564208,-1.8572996581236128,1.5774580948646009
panm_10005|tig00003410_g10005,-0.4640089739187671,0.7946065903293772,-1.52434913062503
panm_10006|tig00003410_g10006,-1.4221719091577367,-0.8024972789472379,0.7311587979240427
panm_10007|tig00003410_g10007,-0.3219031108210997,0.2752432690150505,-1.546243865795397
panm_10008|tig00003410_g10008,-1.8094895904001689,-0.7165520772191631,1.2503923718931702
panm_10009|tig00003415_g10009,-1.624381516277832,-1.1963421381905808,1.0340756918095126
panm_1000|tig00000238_g1000,-1.177334592259788,0.3205611899656433,1.484202899652382
panm_10010|tig00003415_g10010,0.7173134554461337,0.7347576479354251,-0.9178078541927944
panm_10011|tig00003415_g10011,-0.6278804757841209,-0.4211648161286961,-0.2091295940687533
panm_10012|tig00003415_g10012,-1.2641592757049418,-0.2796918513255572,-1.2919847780509977
panm_10013|tig00003417_g10013,1.0290889679343456,-0.5991579908702064,-0.0227647107423732
panm_10014|tig00003417_g10014,-1.9183812957297448,-0.8014146298679004,2.2593954990660885
panm_10015|tig00003417_g10015,1.007411300914602,0.0513271484003504,-1.0920246546883678
panm_10016|tig00003417_g10016,-1.5191115368230539,-0.7694871223921066,1.2328363410979013
panm_10017|tig00003417_g10017,-2.089869632031545,-0.0070161813799984,0.7306153307598718
panm_10018|tig00003417_g10018,-0.3516021354653675,0.6740014827733232,1.5995633065399897
panm_10019|tig00003417_g10019,-1.218869124898175,-1.2956787172633235,-0.5629959645833333
panm_1001|tig00000238_g1001,-0.951827734402202,-0.8695387451464893,2.381621545450995
panm_10020|tig00003420_g10020,-0.1441909045817449,0.3356921283908914,2.8547805819369354
panm_10021|tig00003420_g10021,-1.0752277645511898,-1.2760618304800992,1.5421845796337352
panm_10022|tig00003420_g10022,-1.7958347921917501,-1.6918559425925248,1.1143423655969371
panm_10023|tig00003420_g10023,0.1507325563568327,0.7674272201168205,1.3770589099803532
panm_10024|tig00003420_g10024,-0.4309849126211025,-0.2858399664623063,1.797750153635164
panm_10025|tig00003424_g10025,-1.1318239024904102,0.9917722062915508,-0.4671767083153632
panm_10026|tig00003424_g10026,-0.2088142328713997,0.6733734706584754,1.6861661424453993
panm_10027|tig00003424_g10027,-1.6552250081308153,-1.1125806722530454,1.9945572771499256
panm_10028|tig00003424_g10028,-0.8831234373214816,-0.8831234373214816,1.9551526907749162
panm_10029|tig00003424_g10029,-0.8382212244226984,-0.606785352029272,2.5759232483237566
panm_1002|tig00000238_g1002,-0.895343649981508,-0.4788416499619869,2.7773779647540597
panm_10030|tig00003424_g10030,-1.5602912191381808,-1.64279060422237,1.5374763172482817
panm_10031|tig00003424_g10031,-1.6988635776529852,0.6344097941896846,1.3445892460399465
panm_10032|tig00003424_g10032,-0.3015113445777636,-0.3015113445777636,-0.3015113445777636
panm_10033|tig00003429_g10033,-1.6246131534278068,-1.495545139760292,-0.3325129252485526
panm_10034|tig00003429_g10034,-1.5564419601201969,-1.1550150566383235,-0.3646512010673087
panm_10036|tig00003429_g10036,0.0093272117260416,0.6258188113369069,-0.085820731671301
panm_10037|tig00003429_g10037,-0.1612388413120726,-1.2220254387719416,0.1955512907536201
panm_10038|tig00003430_g10038,-1.4001731718141988,-1.4001731718141988,1.2628815134276008
